Latitude,Longitude,Bath,Bed,Price,Postal,Crime,MedIncome,School,Sqft_Area,Lot_Area,SchoolDist,Property_Address,Zestimate,Date_Sold,Locality,Region,Built_Year,Price_Sqft,Envi,Age,TranEnvi,TransDist,SchoolType,SchoolTSRatio,SchoolRating,MedAge,Population,College.Graduates,Rank
47.701689,-122.320018,1.5,3,470000,98125,1827,54301,6,1400,7539,0.376043492,10010 8th Ave NE,451K,4/7/2014,Seattle,WA,1952,335,0,62,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.701872,-122.305655,3,4,690000,98125,1318,54301,4,3025,5227,0.482874735,10024 21st Ave NE,563K,1/30/2014,Seattle,WA,2013,228,0,1,0,Inf,8,17,8,37.7,34994,43.87,2064
47.701888,-122.310583,1,2,350000,98125,1512,54301,3,900,6380,0.555016721,1539 NE 102nd St,333K,8/15/2014,Seattle,WA,1947,388,0,67,0,Inf,8,17,8,37.7,34994,43.87,2064
47.701899,-122.374465,2,2,363000,98177,1146,97725,2,2220,4961,0.544684677,10009 14th Ave NW,413K,4/22/2014,Seattle,WA,2000,163,2,14,0,Inf,1,29,1,47.5,18920,51.67,1199
47.701916,-122.375806,1,2,295000,98177,1090,97725,2,860,6243,0.551831744,10015 Mary Ave NW,340K,5/30/2014,Seattle,WA,1949,343,2,65,0,Inf,8,21,9,47.5,18920,51.67,1199
47.701949,-122.319147,2.25,3,520000,98125,1820,54301,6,2580,8700,0.376353861,829 NE 102nd St,545K,4/18/2014,Seattle,WA,1967,201,0,47,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.701949,-122.34812,1.5,2,375000,98133,1864,50960,1,1540,7688,0.64770475,743 N 101st St,447K,9/10/2014,Seattle,WA,1922,243,0,92,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.701969,-122.351381,1,2,351000,98133,1811,50960,1,840,4356,0.837421049,527 N 101st St,357K,3/10/2014,Seattle,WA,1924,417,0,90,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.70207,-122.2993,2.5,4,225000,98125,1049,54301,4,2940,10294,0.116213836,10060 Ravenna Ave NE,710K,1/8/2014,Seattle,WA,1921,76,0,93,0,Inf,7,11,NA,37.7,34994,43.87,2064
47.702151,-122.290367,3,5,530000,98125,882,54301,4,2600,7797,0.619480731,10032 35th Ave NE,561K,3/26/2014,Seattle,WA,1955,203,3,59,0,Inf,7,11,NA,37.7,34994,43.87,2064
47.70221,-122.313943,3,3,560000,98125,1622,54301,5,2020,3109,0.47242076,1236 NE 102nd St,430K,4/9/2014,Seattle,WA,2013,277,0,1,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.702212,-122.339649,1,2,335000,98133,1953,50960,2,1320,4791,0.461520057,10025 Ashworth Ave N,326K,3/27/2014,Seattle,WA,1943,253,0,71,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.702228,-122.374464,4,4,796000,98177,1161,97725,2,3670,4960,0.581224776,10025 14th Ave NW,810K,7/25/2014,SEATTLE,WA,2005,216,2,9,0,Inf,1,29,1,47.5,18920,51.67,1199
47.70226,-122.285742,1.75,4,594500,98125,784,54301,4,2130,6275,0.590720511,10041 40th Ave NE,570K,5/2/2014,Seattle,WA,1968,279,3,46,0,Inf,8,17,7,37.7,34994,43.87,2064
47.702265,-122.387294,1.5,4,975000,98177,623,97725,1,2980,11761.2,0.97959603,10019 Richwood Ave NW,963K,4/2/2014,Seattle,WA,1954,327,5,60,0,Inf,8,21,9,47.5,18920,51.67,1199
47.702279,-122.387601,3,4,899000,98177,617,97725,1,2810,6000,0.999022222,2409 NW Blue Ridge Dr,810K,6/20/2014,Seattle,WA,1959,319,5,55,0,Inf,8,21,9,47.5,18920,51.67,1199
47.702284,-122.280456,2.5,4,526400,98125,506,54301,1,2403,9408,0.613207622,10037 45th Ave NE,559K,12/23/2013,Seattle,WA,1962,219,4,52,0,Inf,8,17,7,37.7,34994,43.87,2064
47.702354,-122.315212,2.5,3,649000,98125,1640,54301,7,2120,5048,0.439580286,1058 NE 102nd St,645K,4/29/2014,Seattle,WA,2002,306,0,12,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.702371,-122.346135,1,2,358803,98133,1897,50960,2,1040,5749,0.514245584,928 N 101st St,351K,7/23/2014,Seattle,WA,1944,345,0,70,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.702371,-122.346135,3,5,770000,98107,1897,59839,2,3350,5000,0.514245584,220 NW 49th St,824K,7/23/2014,Seattle,WA,1926,229,0,88,0,Inf,3,9,NA,35.5,18516,47.14,1705
47.702374,-122.34715,1,2,290000,98133,1882,50960,1,880,3844,0.563181604,902 N 101st St,349K,6/9/2014,Seattle,WA,1943,329,0,71,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.70242,-122.313481,2,4,375000,98125,1612,54301,5,1940,3484,0.511622411,1238 NE 102nd St,408K,12/12/2013,Seattle,WA,1952,193,0,62,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.702438,-122.316192,2,5,425000,98125,1728,54301,7,3740,6380,0.424610906,1034 NE 102nd St,661K,9/11/2014,Seattle,WA,1940,113,0,74,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.702477,-122.377732,2,4,821000,98177,1055,97725,2,1860,9235,0.613145886,1532 NW Blue Ridge Dr,779K,4/28/2014,Seattle,WA,1935,441,2,79,0,Inf,8,21,9,47.5,18920,51.67,1199
47.702484,-122.321537,1,2,379000,98125,1858,54301,6,870,6126,0.450036645,538 NE 102nd St,382K,3/10/2014,Seattle,WA,1938,435,0,76,0,Inf,6,3,NA,37.7,34994,43.87,2064
47.70265,-122.378086,2.25,4,1150000,98177,1045,97725,2,3740,17859.6,0.635727998,1536 NW Blue Ridge Dr,1.08M,9/22/2014,Seattle,WA,1951,307,2,63,0,Inf,8,21,9,47.5,18920,51.67,1199
47.702674,-122.348535,2,4,415000,98133,1864,50960,1,1960,3920,0.617988374,733 N 102nd St,400K,8/19/2014,Seattle,WA,1965,211,0,49,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.702792,-122.298548,1.75,3,225000,98125,1043,54301,4,2940,10018,0.180586021,10060 Ravenna Ave NE,541K,1/7/2014,Seattle,WA,1921,76,0,93,0,Inf,7,11,NA,37.7,34994,43.87,2064
47.703103,-122.348865,2,2,412000,98133,1849,50960,1,1770,3844,0.610862616,724 N 102nd St,398K,8/29/2014,Seattle,WA,1928,232,0,86,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.703131,-122.279239,3.25,4,429000,98125,473,54301,1,2210,3600,0.574032148,10305 46th Ave NE,535K,8/15/2014,Seattle,WA,1995,194,4,19,0,Inf,8,17,7,37.7,34994,43.87,2064
47.703182,-122.370445,3,3,700000,98177,1277,97725,2,2500,7378,0.739602301,1105 NW 103rd St,647K,6/12/2014,Seattle,WA,1948,280,2,66,0,Inf,1,29,1,47.5,18920,51.67,1199
47.703249,-122.321484,3.5,4,685000,98125,1898,54301,6,2840,4367,0.516966575,550 NE 103rd St,788K,7/7/2014,Seattle,WA,2008,241,0,6,0,Inf,6,3,NA,37.7,34994,43.87,2064
47.70336,-122.29706,4,4,709050,98125,1021,54301,4,2720,9000,0.266952027,2738 NE 103rd St,666K,8/27/2014,Seattle,WA,1997,260,2,17,0,Inf,7,11,NA,37.7,34994,43.87,2064
47.703384,-122.321803,3,5,559900,98125,1905,54301,6,2200,6380,0.514942986,530 NE 103rd St,539K,9/19/2014,Seattle,WA,1987,254,0,27,0,Inf,6,3,NA,37.7,34994,43.87,2064
47.703417,-122.314695,3,3,527000,98125,1608,54301,6,2240,6450,0.563490929,10308 12th Ave NE,537K,8/15/2014,Seattle,WA,1979,235,0,35,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.703461,-122.27971,3,3,499950,98125,491,54301,1,2390,10110,0.523860431,10316 45th Ave NE,579K,3/28/2014,Seattle,WA,1955,209,4,59,0,Inf,8,17,7,37.7,34994,43.87,2064
47.703481,-122.340254,1.5,2,359000,98133,1962,50960,1,1550,4791,0.313976453,10304 Interlake Ave N,374K,7/28/2014,Seattle,WA,1978,231,0,36,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.703505,-122.294481,1.5,4,450000,98125,974,54301,4,1780,6600,0.398326171,10311 32nd Ave NE,507K,9/15/2014,Seattle,WA,1954,252,3,60,0,Inf,7,11,NA,37.7,34994,43.87,2064
47.70356,-122.31273,0.75,2,185000,98125,1553,54301,2,660,5950,0.647540219,10315 15th Ave NE,283K,3/28/2014,Seattle,WA,1946,280,0,68,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.703631,-122.285503,3,3,650000,98125,801,54301,3,2050,5463,0.4397699,10331 40th Ave NE,533K,3/19/2014,SEATTLE,WA,2013,317,3,1,0,Inf,8,17,7,37.7,34994,43.87,2064
47.703741,-122.296339,2,6,305000,98125,1011,54301,3,1900,8240,0.329198801,2754 NE 103rd St,486K,7/7/2014,Seattle,WA,1964,160,2,50,0,Inf,7,11,NA,37.7,34994,43.87,2064
47.703755,-122.280993,2,3,449950,98125,536,54301,1,1860,8276,0.447509566,10358 44th Ave NE,471K,2/19/2014,Seattle,WA,1959,241,3,55,0,Inf,8,17,7,37.7,34994,43.87,2064
47.703811,-122.341008,2,3,399950,98133,1952,50960,1,1850,4980,0.25987386,10317 Interlake Ave N,403K,5/20/2014,Seattle,WA,1973,216,0,41,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.703824,-122.347573,1,2,335000,98133,1885,50960,1,1510,3844,0.486498208,758 N 103rd St,366K,9/15/2014,Seattle,WA,1923,221,0,91,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.703824,-122.347573,3,4,550000,98115,1885,82654,1,2360,6678,0.486498208,1249 NE 88th St,596K,9/15/2014,Seattle,WA,1949,233,0,65,0,Inf,3,9,NA,37.6,43567,64.17,412
47.703908,-122.336044,3,4,440000,98133,1974,50960,2,2330,7980,0.504257827,10323 Wallingford Ave N,464K,3/31/2014,Seattle,WA,1967,188,0,47,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.703919,-122.339673,2,3,350000,98133,1972,50960,1,1020,4980,0.293593435,10321 Ashworth Ave N,364K,8/20/2014,Seattle,WA,1941,343,0,73,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.703924,-122.287725,2.75,5,615000,98125,842,54301,4,2470,7800,0.492081614,10334 38th Ave NE,638K,5/30/2014,Seattle,WA,1979,248,3,35,0,Inf,8,17,7,37.7,34994,43.87,2064
47.703941,-122.375095,3,4,400000,98177,1115,97725,2,2200,12196.8,0.774594204,10316 Mary Ave NW,456K,2/28/2014,Seattle,WA,1948,181,2,66,0,Inf,1,29,1,47.5,18920,51.67,1199
47.70399,-122.367013,1,3,405000,98177,1336,97725,1,1410,7840,0.941019816,10320 Dibble Ave NW,410K,7/3/2014,Seattle,WA,1951,287,2,63,0,Inf,1,29,1,47.5,18920,51.67,1199
47.704004,-122.367803,1,2,357500,98177,1323,97725,1,1170,8168,0.910270399,10319 Dibble Ave NW,371K,3/21/2014,Seattle,WA,1951,305,2,63,0,Inf,1,29,1,47.5,18920,51.67,1199
47.704033,-122.342952,1,3,350000,98133,1929,50960,1,1390,4791,0.236276113,10324 Midvale Ave N,352K,8/15/2014,Seattle,WA,1926,251,0,88,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.70404,-122.346828,1.5,2,212000,98133,1872,50960,1,1020,1525,0.426365315,913 N 104th St,285K,5/13/2014,Seattle,WA,2004,207,0,10,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.704089,-122.287732,2,3,525000,98125,842,54301,4,1540,7800,0.478251453,10340 38th Ave NE,515K,6/11/2014,Seattle,WA,2004,340,3,10,0,Inf,8,17,7,37.7,34994,43.87,2064
47.704113,-122.371789,2,2,412000,98177,1252,97725,2,1340,6804,0.809183714,10323 12th Ave NW,420K,3/26/2014,Seattle,WA,1947,307,2,67,0,Inf,1,29,1,47.5,18920,51.67,1199
47.704134,-122.352145,2,4,449250,98133,1812,50960,1,1970,3440,0.79004429,515 N 104th St,454K,5/20/2014,Seattle,WA,1928,228,0,86,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.704138,-122.339676,1,3,359950,98133,1971,50960,1,1900,4980,0.27412862,10329 Ashworth Ave N,353K,7/18/2014,Seattle,WA,1943,189,0,71,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.704142,-122.342371,2,3,355000,98133,1926,50960,1,1140,5227,0.214685544,10331 Stone Ave N,363K,3/25/2014,Seattle,WA,1927,311,0,87,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.704188,-122.369687,2,4,565000,98177,1312,97725,2,1890,7100,0.864600727,10326 11th Ave NW,511K,7/18/2014,Seattle,WA,1948,298,2,66,0,Inf,1,29,1,47.5,18920,51.67,1199
47.704219,-122.306699,1,2,450000,98125,1303,54301,3,1880,6534,0.700086416,10418 20th Ave NE,433K,4/29/2014,Seattle,WA,1941,239,0,73,0,Inf,7,11,NA,37.7,34994,43.87,2064
47.704278,-122.312732,2,4,375500,98125,1542,54301,2,1980,6120,0.715019711,10411 15th Ave NE,416K,11/22/2013,Seattle,WA,1947,189,0,67,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.704358,-122.340266,2,3,399950,98133,1961,50960,1,2028,4980,0.2281309,10336 Interlake Ave N,398K,5/7/2014,Seattle,WA,1944,197,0,70,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.704415,-122.371789,2,3,335000,98177,1249,97725,2,1800,6804,0.842009311,10335 12th Ave NW,377K,3/28/2014,Seattle,WA,1942,327,2,72,0,Inf,1,29,1,47.5,18920,51.67,1199
47.7045,-122.367805,1,3,327000,98177,1310,97725,1,850,8040,0.957768928,10339 Dibble Ave NW,336K,3/14/2014,Seattle,WA,1953,384,2,61,0,Inf,1,29,1,47.5,18920,51.67,1199
47.704505,-122.28089,1.75,3,485000,98125,542,54301,2,2080,7840,0.378369381,4401 NE 105th St,495K,8/8/2014,Seattle,WA,1962,233,3,52,0,Inf,8,17,7,37.7,34994,43.87,2064
47.704525,-122.2951,2,4,568000,98125,993,54301,4,1530,6500,0.344751801,3027 NE 105th St,445K,1/31/2014,Seattle,WA,1955,371,2,59,0,Inf,8,20,8,37.7,34994,43.87,2064
47.704526,-122.293346,2,3,512500,98125,941,54301,4,2460,8311,0.395388088,3215 NE 105th St,556K,9/17/2014,Seattle,WA,1950,203,3,64,0,Inf,8,20,8,37.7,34994,43.87,2064
47.704548,-122.315741,2,5,534950,98125,1618,54301,6,2560,6337,0.66083875,10416 11th Ave NE,515K,7/16/2014,Seattle,WA,1956,208,0,58,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.704566,-122.368352,2,3,496500,98177,1308,97725,1,1950,10125,0.944786826,10342 9th Ave NW,478K,5/13/2014,Seattle,WA,1953,254,2,61,0,Inf,1,29,1,47.5,18920,51.67,1199
47.704685,-122.377847,3,3,950000,98177,1024,97725,2,3480,7800,0.858269103,10323 Valmay Ave NW,868K,7/16/2014,Seattle,WA,1941,272,2,73,0,Inf,8,21,9,47.5,18920,51.67,1199
47.704716,-122.307331,1,2,375000,98125,1326,54301,3,1189,5414,0.768653919,10425 20th Ave NE,355K,8/13/2014,Seattle,WA,1947,315,0,67,0,Inf,7,11,NA,37.7,34994,43.87,2064
47.704756,-122.278871,3,5,600000,98125,486,54301,1,3130,7781,0.45868796,4531 NE 106th St,585K,7/11/2014,Seattle,WA,1960,191,3,54,0,Inf,8,17,7,37.7,34994,43.87,2064
47.704768,-122.31538,2,3,465000,98125,1607,54301,6,1650,5350,0.690705007,10425 12th Ave NE,453K,6/18/2014,Seattle,WA,1955,281,0,59,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.704787,-122.353289,5,3,385000,98133,1804,50960,1,1830,1677,0.857887685,347 N 105th St,395K,6/27/2014,Seattle,WA,2007,210,0,7,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.704841,-122.34653,1,2,290000,98133,1896,50960,1,1139,3844,0.366238672,919 N 105th St,307K,7/18/2014,Seattle,WA,1919,254,0,95,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.704847,-122.34856,1,2,300000,98133,1882,50960,1,820,3844,0.510351559,733 N 105th St,305K,6/2/2014,Seattle,WA,1916,365,0,98,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.70494,-122.381359,2.5,2,1500000,98177,831,97725,1,4190,10400,0.946644822,1885 NW Blue Ridge Dr,1.59M,6/22/2014,Seattle,WA,1994,357,2,20,0,Inf,8,21,9,47.5,18920,51.67,1199
47.704949,-122.353799,1.5,2,214000,98133,1792,50960,1,890,1784,0.892893613,335 N 105th St APT A,270K,5/8/2014,Seattle,WA,2004,240,0,10,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.704953,-122.299243,2,3,350000,98125,1030,54301,4,2100,9147,0.370451425,2555 NE 105th Pl,443K,4/30/2014,Seattle,WA,1954,166,0,60,0,Inf,8,20,8,37.7,34994,43.87,2064
47.705301,-122.302793,3,4,430000,98125,1092,54301,4,2330,7066,0.557254107,10516 Victory Ln NE,472K,5/19/2014,Seattle,WA,1973,184,0,41,0,Inf,8,20,8,37.7,34994,43.87,2064
47.70533,-122.274815,5,4,1620000,98125,394,54301,1,5210,8001,0.696085738,10544 Riviera Pl NE,1.81M,4/18/2014,Seattle,WA,1987,311,4,27,0,Inf,8,17,7,37.7,34994,43.87,2064
47.70534,-122.373759,2,3,643500,98177,1189,97725,2,1650,7104,0.927059146,10502 14th Ave NW,663K,9/12/2014,Seattle,WA,1945,390,2,69,0,Inf,1,29,1,47.5,18920,51.67,1199
47.705479,-122.314106,3,4,550000,98125,1575,54301,4,2120,17424,0.793596545,1204 NE 105th Pl,524K,8/14/2014,Seattle,WA,1957,259,0,57,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.705513,-122.372423,2,4,554000,98177,1267,97725,1,1840,7104,0.954349889,10508 13th Ave NW,561K,6/20/2014,Seattle,WA,1946,301,2,68,0,Inf,1,29,1,47.5,18920,51.67,1199
47.705528,-122.338704,2,4,485000,98133,1965,50960,1,1880,10890,0.25203324,10512 Ashworth Ave N,493K,4/30/2014,Seattle,WA,1988,257,0,26,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.705544,-122.299081,1,3,454000,98125,1043,54301,3,1430,5967,0.313308622,2553 NE 106th Pl,411K,5/5/2014,Seattle,WA,1955,317,0,59,0,Inf,8,20,8,37.7,34994,43.87,2064
47.705555,-122.339694,1,3,550000,98133,1961,50960,1,1240,9583,0.179853302,10515 Ashworth Ave N,463K,6/4/2014,Seattle,WA,1900,443,0,114,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.705638,-122.314596,3,4,351000,98125,1584,54301,5,2800,10502,0.799338642,1200 NE 105th Pl,537K,2/12/2014,Seattle,WA,1954,221,0,60,0,Inf,3,5,NA,37.7,34994,43.87,2064
47.705682,-122.37455,2,3,645000,98177,1130,97725,2,2740,11325.6,0.965254009,10515 14th Ave NW,712K,7/7/2014,Seattle,WA,1956,235,2,58,0,Inf,1,29,1,47.5,18920,51.67,1199
47.705803,-122.277739,2,4,699950,98125,450,54301,1,2100,7830,0.472612686,10619 Durland Ave NE,562K,8/19/2014,Seattle,WA,1941,333,3,73,0,Inf,8,17,7,37.7,34994,43.87,2064
47.705867,-122.275809,2,3,725000,98125,413,54301,1,2300,6974,0.607133347,10612 Lakeside Ave NE,648K,3/31/2014,SEATTLE,WA,1949,315,3,65,0,Inf,8,17,7,37.7,34994,43.87,2064
47.705901,-122.300722,1.75,3,495500,98125,1071,54301,3,2130,6360,0.388941966,2516 NE 106th Pl,478K,9/8/2014,Seattle,WA,1959,232,0,55,0,Inf,8,20,8,37.7,34994,43.87,2064
47.705959,-122.310171,1,3,367000,98125,1438,54301,3,1560,5400,0.905049451,10615 17th Ave NE,449K,12/5/2013,Seattle,WA,1954,235,0,60,0,Inf,1,14,5,37.7,34994,43.87,2064
47.706003,-122.279222,1.5,4,500000,98125,504,54301,1,2360,8363,0.361860175,10635 Sand Point Way NE,501K,3/3/2014,Seattle,WA,1939,211,3,75,0,Inf,8,17,7,37.7,34994,43.87,2064
47.706047,-122.28976,1.75,3,625000,98125,907,54301,4,1580,20473.2,0.398401683,10538 35th Ave NE,537K,9/16/2014,Seattle,WA,1970,395,3,44,0,Inf,8,17,5,37.7,34994,43.87,2064
47.706066,-122.340284,2,2,359950,98133,1928,50960,1,1770,7590,0.126912604,10534 Interlake Ave N,379K,9/2/2014,Seattle,WA,1939,203,0,75,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.706114,-122.347008,1,3,375000,98133,1900,50960,1,2120,6820,0.376287145,10536 Linden Ave N,383K,8/11/2014,Seattle,WA,1947,176,0,67,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.706198,-122.341047,1,2,320000,98133,1920,50960,1,860,5227,0.071608721,10537 Interlake Ave N,350K,6/27/2014,Seattle,WA,1927,372,0,87,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.706505,-122.296962,2,4,451000,98125,1040,54301,3,1620,5444,0.131279334,2827 NE 107th St,414K,8/29/2014,Seattle,WA,1955,278,0,59,0,Inf,8,20,8,37.7,34994,43.87,2064
47.706561,-122.359078,2.75,4,580000,98177,1718,97725,1,2800,6703,0.921668095,10550 2nd Ave NW,527K,8/1/2014,Seattle,WA,1983,207,2,31,0,Inf,2,10,NA,47.5,18920,51.67,1199
47.70671,-122.352407,2.25,3,385000,98133,1836,50960,2,1920,9147,0.783610206,10556 Dayton Ave N,408K,6/25/2014,Seattle,WA,1921,200,0,93,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.706873,-122.29699,2,3,320000,98125,1041,54301,3,1390,6912,0.098474947,2824 NE 107th St,409K,1/14/2014,Seattle,WA,1963,230,0,51,0,Inf,8,20,8,37.7,34994,43.87,2064
47.706986,-122.287171,1,3,375000,98125,850,54301,3,1090,8913,0.270118387,10715 39th Ave NE,415K,12/27/2013,Seattle,WA,1948,344,3,66,0,Inf,8,17,7,37.7,34994,43.87,2064
47.707108,-122.298805,2.5,3,220000,98125,1071,54301,3,1450,6000,0.205646264,2562 NE 107th St,433K,11/20/2013,SEATTLE,WA,1995,151,0,19,0,Inf,8,20,8,37.7,34994,43.87,2064
47.707121,-122.300537,1,3,360000,98125,1088,54301,3,1050,9206,0.332763329,2523 NE 108th Pl,363K,5/29/2014,Seattle,WA,1954,342,0,60,0,Inf,8,20,8,37.7,34994,43.87,2064
47.707175,-122.360418,2,3,430000,98177,1649,97725,1,1550,5035,0.909137338,220 NW 107th St,437K,8/28/2014,Seattle,WA,1922,277,2,92,0,Inf,2,10,NA,47.5,18920,51.67,1199
47.707183,-122.281737,2.5,4,630000,98125,596,54301,2,2910,7800,0.14157265,10718 Alton Ave NE,765K,11/20/2013,Seattle,WA,2007,216,3,7,0,Inf,8,17,7,37.7,34994,43.87,2064
47.707207,-122.355725,3.5,3,288000,98133,1798,50960,1,1171,887,0.777773024,10711 Greenwood Ave N UNIT C,317K,7/16/2014,Seattle,WA,2007,245,2,7,0,Inf,2,10,NA,39.2,42896,34.03,3787
47.707219,-122.337168,2,4,425000,98133,1946,50960,3,1960,7000,0.382630791,10710 Densmore Ave N,407K,6/13/2014,Seattle,WA,1954,216,0,60,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.707256,-122.308415,1,2,371500,98125,1391,54301,2,1020,7490,0.847599248,10715 19th Ave NE,379K,3/7/2014,Seattle,WA,1940,364,0,74,0,Inf,1,14,5,37.7,34994,43.87,2064
47.707257,-122.339729,1,3,410000,98133,1921,50960,1,1530,5060,0.215041223,10711 Ashworth Ave N,374K,6/12/2014,Seattle,WA,1956,267,0,58,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.707434,-122.305494,2.25,3,474400,98125,1234,54301,3,1860,7800,0.700404144,10724 20th Ave NE,478K,4/1/2014,Seattle,WA,1981,255,0,33,0,Inf,8,20,8,37.7,34994,43.87,2064
47.707444,-122.349142,2,5,485000,98133,1886,50960,2,1910,5508,0.557724906,10731 N Park Ave N,457K,9/15/2014,Seattle,WA,1968,253,1,46,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.707519,-122.277784,2,3,684000,98125,479,54301,1,2260,7830,0.436038461,10704 Durland Ave NE,643K,5/12/2014,Seattle,WA,1949,302,3,65,0,Inf,8,17,7,37.7,34994,43.87,2064
47.707576,-122.341789,1,4,240000,98133,1902,50960,1,2000,2134,0.169763494,10720 Stone Ave N,355K,7/16/2014,Seattle,WA,1933,120,1,81,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.7076,-122.345819,3.25,3,363000,98133,1895,50960,2,1732,1843,0.334725982,10734 Whitman Ave N,389K,6/27/2014,Seattle,WA,2008,209,1,6,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.707603,-122.337165,1.5,3,375000,98133,1943,50960,3,2270,9005,0.399307163,10722 Densmore Ave N,498K,3/26/2014,Seattle,WA,1929,165,0,85,0,Inf,3,9,NA,39.2,42896,34.03,3787
47.707704,-122.298569,2.75,4,440000,98125,1063,54301,3,1880,7971,0.182973905,2721 NE 110th St # B,421K,7/31/2014,Seattle,WA,1982,234,0,32,0,Inf,8,20,8,37.7,34994,43.87,2064
47.707712,-122.314484,1,3,311000,98125,1596,54301,4,1590,8631,0.630665493,10824 12th Ave NE,391K,8/20/2014,Seattle,WA,1942,195,0,72,0,Inf,1,14,5,37.7,34994,43.87,2064
47.707793,-122.288491,1.5,3,547000,98125,878,54301,3,1480,8381,0.314035774,10743 38th Ave NE,475K,6/9/2014,Seattle,WA,1968,369,3,46,0,Inf,8,17,5,37.7,34994,43.87,2064
47.707845,-122.27871,4,4,1080000,98125,506,54301,1,3546,6969,0.370167895,10721 Durland Ave NE,803K,12/13/2013,Seattle,WA,2013,305,3,1,0,Inf,8,17,7,37.7,34994,43.87,2064
47.707905,-122.300565,2.5,4,440000,98125,1101,54301,3,2220,7470,0.333872301,2523 NE 110th St,464K,3/3/2014,Seattle,WA,1999,198,0,15,0,Inf,8,20,8,37.7,34994,43.87,2064
47.707957,-122.275116,2.5,2,1100000,98125,420,54301,1,2160,2613,0.638664637,10700 Riviera Pl NE,1.15M,12/16/2013,Seattle,WA,1932,509,3,82,0,Inf,8,17,7,37.7,34994,43.87,2064
47.708019,-122.283344,1,3,395900,98125,651,54301,3,1440,8053,0.074317079,4051 NE 110th St,408K,3/7/2014,Seattle,WA,1949,274,3,65,0,Inf,8,17,7,37.7,34994,43.87,2064
47.708094,-122.276794,3,4,715000,98125,463,54301,1,3420,7200,0.516054166,10718 Exeter Ave NE,805K,6/17/2014,Seattle,WA,1947,209,3,67,0,Inf,8,17,7,37.7,34994,43.87,2064
47.708105,-122.287257,2,3,410000,98125,863,54301,3,2600,7405,0.284893703,3817 NE 110th St,530K,12/5/2013,Seattle,WA,1930,157,3,84,0,Inf,8,17,7,37.7,34994,43.87,2064
47.708181,-122.296712,2,3,347000,98125,1034,54301,4,1430,7405,0.082747004,2827 NE 110th St,372K,11/19/2013,Seattle,WA,1955,242,0,59,0,Inf,8,20,8,37.7,34994,43.87,2064
47.708205,-122.315085,2,3,369950,98125,1608,54301,4,1760,7840,0.573667272,10843 12th Ave NE,408K,12/19/2013,Seattle,WA,1948,210,0,66,0,Inf,1,14,5,37.7,34994,43.87,2064
47.708224,-122.357189,2,2,416000,98133,1722,50960,1,1270,7562,0.696655061,10741 Palatine Ave N,389K,7/30/2014,Seattle,WA,1932,327,3,82,0,Inf,2,10,NA,39.2,42896,34.03,3787
47.708384,-122.276595,2,3,775000,98125,462,54301,1,2740,6200,0.536575592,10725 Lakeside Ave NE,744K,8/18/2014,Seattle,WA,1947,282,3,67,0,Inf,8,17,7,37.7,34994,43.87,2064
